huggingface_model_id,benchmark,score
ali-elganzory/Qwen2.5-1.5B-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/Qwen2.5-1.5B-SFT-Tulu3-decontaminated,AMC23,10.0
ali-elganzory/Qwen2.5-1.5B-SFT-Tulu3-decontaminated,GPQADiamond,26.6
ali-elganzory/Qwen2.5-1.5B-SFT-Tulu3-decontaminated,HumanEval,38.85
ali-elganzory/Qwen2.5-1.5B-SFT-Tulu3-decontaminated,IFEval,49.1
ali-elganzory/Qwen2.5-1.5B-SFT-Tulu3-decontaminated,JEEBench,7.09
ali-elganzory/Qwen2.5-1.5B-SFT-Tulu3-decontaminated,LiveCodeBench,8.22
ali-elganzory/Qwen2.5-1.5B-SFT-Tulu3-decontaminated,MATH500,19.0
ali-elganzory/Qwen2.5-1.5B-SFT-Tulu3-decontaminated,MBPP,44.6
ali-elganzory/Qwen3-1.7B-Base-DPO-Tulu3-decontaminated,AIME24,3.33
ali-elganzory/Qwen3-1.7B-Base-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/Qwen3-1.7B-Base-DPO-Tulu3-decontaminated,AMC23,7.5
ali-elganzory/Qwen3-1.7B-Base-DPO-Tulu3-decontaminated,GPQADiamond,28.11
ali-elganzory/Qwen3-1.7B-Base-DPO-Tulu3-decontaminated,HumanEval,47.75
ali-elganzory/Qwen3-1.7B-Base-DPO-Tulu3-decontaminated,IFEval,60.01
ali-elganzory/Qwen3-1.7B-Base-DPO-Tulu3-decontaminated,JEEBench,12.48
ali-elganzory/Qwen3-1.7B-Base-DPO-Tulu3-decontaminated,LiveCodeBench,4.11
ali-elganzory/Qwen3-1.7B-Base-DPO-Tulu3-decontaminated,MATH500,30.4
ali-elganzory/Qwen3-1.7B-Base-DPO-Tulu3-decontaminated,MBPP,56.0
ali-elganzory/Qwen3-1.7B-Base-SFT-Tulu3-decontaminated,AIME24,3.33
ali-elganzory/Qwen3-1.7B-Base-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/Qwen3-1.7B-Base-SFT-Tulu3-decontaminated,AMC23,12.5
ali-elganzory/Qwen3-1.7B-Base-SFT-Tulu3-decontaminated,GPQADiamond,30.13
ali-elganzory/Qwen3-1.7B-Base-SFT-Tulu3-decontaminated,HumanEval,48.68
ali-elganzory/Qwen3-1.7B-Base-SFT-Tulu3-decontaminated,IFEval,56.06
ali-elganzory/Qwen3-1.7B-Base-SFT-Tulu3-decontaminated,JEEBench,13.93
ali-elganzory/Qwen3-1.7B-Base-SFT-Tulu3-decontaminated,LiveCodeBench,2.94
ali-elganzory/Qwen3-1.7B-Base-SFT-Tulu3-decontaminated,MATH500,29.6
ali-elganzory/Qwen3-1.7B-Base-SFT-Tulu3-decontaminated,MBPP,55.0
ali-elganzory/SmolLM2-1.7B-16k,AIME24,0.0
ali-elganzory/SmolLM2-1.7B-16k,AIME25,0.0
ali-elganzory/SmolLM2-1.7B-16k,AMC23,2.5
ali-elganzory/SmolLM2-1.7B-16k,GPQADiamond,23.06
ali-elganzory/SmolLM2-1.7B-16k,HumanEval,12.55
ali-elganzory/SmolLM2-1.7B-16k,IFEval,45.46
ali-elganzory/SmolLM2-1.7B-16k,JEEBench,9.13
ali-elganzory/SmolLM2-1.7B-16k,LiveCodeBench,0.78
ali-elganzory/SmolLM2-1.7B-16k,MATH500,11.8
ali-elganzory/SmolLM2-1.7B-16k,MBPP,36.4
ali-elganzory/SmolLM2-1.7B-16k-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/SmolLM2-1.7B-16k-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/SmolLM2-1.7B-16k-DPO-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/SmolLM2-1.7B-16k-DPO-Tulu3-decontaminated,GPQADiamond,28.11
ali-elganzory/SmolLM2-1.7B-16k-DPO-Tulu3-decontaminated,HumanEval,20.88
ali-elganzory/SmolLM2-1.7B-16k-DPO-Tulu3-decontaminated,IFEval,51.42
ali-elganzory/SmolLM2-1.7B-16k-DPO-Tulu3-decontaminated,JEEBench,5.78
ali-elganzory/SmolLM2-1.7B-16k-DPO-Tulu3-decontaminated,LiveCodeBench,4.89
ali-elganzory/SmolLM2-1.7B-16k-DPO-Tulu3-decontaminated,MATH500,8.2
ali-elganzory/SmolLM2-1.7B-16k-DPO-Tulu3-decontaminated,MBPP,38.2
ali-elganzory/SmolLM2-1.7B-16k-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/SmolLM2-1.7B-16k-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/SmolLM2-1.7B-16k-SFT-Tulu3-decontaminated,AMC23,0.0
ali-elganzory/SmolLM2-1.7B-16k-SFT-Tulu3-decontaminated,GPQADiamond,25.76
ali-elganzory/SmolLM2-1.7B-16k-SFT-Tulu3-decontaminated,HumanEval,19.29
ali-elganzory/SmolLM2-1.7B-16k-SFT-Tulu3-decontaminated,IFEval,49.45
ali-elganzory/SmolLM2-1.7B-16k-SFT-Tulu3-decontaminated,JEEBench,4.81
ali-elganzory/SmolLM2-1.7B-16k-SFT-Tulu3-decontaminated,LiveCodeBench,4.7
ali-elganzory/SmolLM2-1.7B-16k-SFT-Tulu3-decontaminated,MATH500,8.2
ali-elganzory/SmolLM2-1.7B-16k-SFT-Tulu3-decontaminated,MBPP,36.2
ali-elganzory/SmolLM2-1.7B-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/SmolLM2-1.7B-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/SmolLM2-1.7B-DPO-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/SmolLM2-1.7B-DPO-Tulu3-decontaminated,GPQADiamond,23.06
ali-elganzory/SmolLM2-1.7B-DPO-Tulu3-decontaminated,HumanEval,18.75
ali-elganzory/SmolLM2-1.7B-DPO-Tulu3-decontaminated,IFEval,45.62
ali-elganzory/SmolLM2-1.7B-DPO-Tulu3-decontaminated,JEEBench,4.17
ali-elganzory/SmolLM2-1.7B-DPO-Tulu3-decontaminated,LiveCodeBench,4.7
ali-elganzory/SmolLM2-1.7B-DPO-Tulu3-decontaminated,MATH500,7.4
ali-elganzory/SmolLM2-1.7B-DPO-Tulu3-decontaminated,MBPP,38.2
ali-elganzory/SmolLM2-1.7B-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/SmolLM2-1.7B-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/SmolLM2-1.7B-SFT-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/SmolLM2-1.7B-SFT-Tulu3-decontaminated,GPQADiamond,24.92
ali-elganzory/SmolLM2-1.7B-SFT-Tulu3-decontaminated,HumanEval,19.35
ali-elganzory/SmolLM2-1.7B-SFT-Tulu3-decontaminated,IFEval,44.47
ali-elganzory/SmolLM2-1.7B-SFT-Tulu3-decontaminated,JEEBench,5.49
ali-elganzory/SmolLM2-1.7B-SFT-Tulu3-decontaminated,LiveCodeBench,4.89
ali-elganzory/SmolLM2-1.7B-SFT-Tulu3-decontaminated,MATH500,6.0
ali-elganzory/SmolLM2-1.7B-SFT-Tulu3-decontaminated,MBPP,37.6
ali-elganzory/SmolLM2-1.7B-WithChatTemplate,AIME24,0.0
ali-elganzory/SmolLM2-1.7B-WithChatTemplate,AIME25,0.0
ali-elganzory/SmolLM2-1.7B-WithChatTemplate,AMC23,0.0
ali-elganzory/SmolLM2-1.7B-WithChatTemplate,GPQADiamond,22.73
ali-elganzory/SmolLM2-1.7B-WithChatTemplate,HumanEval,0.0
ali-elganzory/SmolLM2-1.7B-WithChatTemplate,IFEval,24.64
ali-elganzory/SmolLM2-1.7B-WithChatTemplate,JEEBench,0.0
ali-elganzory/SmolLM2-1.7B-WithChatTemplate,LiveCodeBench,0.0
ali-elganzory/SmolLM2-1.7B-WithChatTemplate,MATH500,0.0
ali-elganzory/SmolLM2-1.7B-WithChatTemplate,MBPP,1.8
ali-elganzory/ablation-model-fineweb-edu-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/ablation-model-fineweb-edu-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/ablation-model-fineweb-edu-DPO-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/ablation-model-fineweb-edu-DPO-Tulu3-decontaminated,GPQADiamond,25.59
ali-elganzory/ablation-model-fineweb-edu-DPO-Tulu3-decontaminated,HumanEval,0.3
ali-elganzory/ablation-model-fineweb-edu-DPO-Tulu3-decontaminated,IFEval,35.89
ali-elganzory/ablation-model-fineweb-edu-DPO-Tulu3-decontaminated,JEEBench,1.89
ali-elganzory/ablation-model-fineweb-edu-DPO-Tulu3-decontaminated,LiveCodeBench,0.0
ali-elganzory/ablation-model-fineweb-edu-DPO-Tulu3-decontaminated,MATH500,0.4
ali-elganzory/ablation-model-fineweb-edu-DPO-Tulu3-decontaminated,MBPP,3.0
ali-elganzory/ablation-model-fineweb-edu-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/ablation-model-fineweb-edu-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/ablation-model-fineweb-edu-SFT-Tulu3-decontaminated,AMC23,5.0
ali-elganzory/ablation-model-fineweb-edu-SFT-Tulu3-decontaminated,GPQADiamond,24.92
ali-elganzory/ablation-model-fineweb-edu-SFT-Tulu3-decontaminated,HumanEval,0.61
ali-elganzory/ablation-model-fineweb-edu-SFT-Tulu3-decontaminated,IFEval,33.59
ali-elganzory/ablation-model-fineweb-edu-SFT-Tulu3-decontaminated,JEEBench,0.92
ali-elganzory/ablation-model-fineweb-edu-SFT-Tulu3-decontaminated,LiveCodeBench,0.2
ali-elganzory/ablation-model-fineweb-edu-SFT-Tulu3-decontaminated,MATH500,0.4
ali-elganzory/ablation-model-fineweb-edu-SFT-Tulu3-decontaminated,MBPP,3.2
ali-elganzory/ablation-model-fineweb-edu-WithChatTemplate,AIME24,0.0
ali-elganzory/ablation-model-fineweb-edu-WithChatTemplate,AIME25,0.0
ali-elganzory/ablation-model-fineweb-edu-WithChatTemplate,AMC23,0.0
ali-elganzory/ablation-model-fineweb-edu-WithChatTemplate,GPQADiamond,20.88
ali-elganzory/ablation-model-fineweb-edu-WithChatTemplate,HumanEval,0.0
ali-elganzory/ablation-model-fineweb-edu-WithChatTemplate,IFEval,28.65
ali-elganzory/ablation-model-fineweb-edu-WithChatTemplate,JEEBench,0.0
ali-elganzory/ablation-model-fineweb-edu-WithChatTemplate,LiveCodeBench,0.0
ali-elganzory/ablation-model-fineweb-edu-WithChatTemplate,MATH500,0.0
ali-elganzory/ablation-model-fineweb-edu-WithChatTemplate,MBPP,0.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-DPO-Tulu3,AIME24,0.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-DPO-Tulu3,AIME25,0.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-DPO-Tulu3,AMC23,2.5
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-DPO-Tulu3,GPQADiamond,25.08
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-DPO-Tulu3,HumanEval,2.13
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-DPO-Tulu3,IFEval,28.92
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-DPO-Tulu3,MATH500,3.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-DPO-Tulu3,MBPP,3.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-SFT-Tulu3,AIME24,0.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-SFT-Tulu3,AIME25,0.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-SFT-Tulu3,AMC23,0.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-SFT-Tulu3,GPQADiamond,24.24
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-SFT-Tulu3,HumanEval,2.13
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-SFT-Tulu3,IFEval,28.4
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-SFT-Tulu3,MATH500,2.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-SFT-Tulu3,MBPP,2.4
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-WithChatTemplate,AIME24,0.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-WithChatTemplate,AIME25,0.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-WithChatTemplate,AMC23,0.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-WithChatTemplate,GPQADiamond,21.04
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-WithChatTemplate,HumanEval,0.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-WithChatTemplate,IFEval,27.84
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-WithChatTemplate,MATH500,0.0
ali-elganzory/open-sci-ref-v0.01-1.7b-nemotron-hq-300B-16384-WithChatTemplate,MBPP,0.2
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096,AMC23,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096,GPQADiamond,19.7
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096,HumanEval,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096,IFEval,29.71
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096,JEEBench,0.19
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096,LiveCodeBench,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096,MATH500,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096,MBPP,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-DPO-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-DPO-Tulu3-decontaminated,GPQADiamond,23.57
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-DPO-Tulu3-decontaminated,HumanEval,3.05
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-DPO-Tulu3-decontaminated,IFEval,34.49
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-DPO-Tulu3-decontaminated,JEEBench,0.63
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-DPO-Tulu3-decontaminated,MATH500,0.2
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-DPO-Tulu3-decontaminated,MBPP,5.6
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-SFT-Tulu3-decontaminated,AMC23,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-SFT-Tulu3-decontaminated,GPQADiamond,24.41
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-SFT-Tulu3-decontaminated,HumanEval,2.44
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-SFT-Tulu3-decontaminated,IFEval,32.42
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-SFT-Tulu3-decontaminated,JEEBench,1.02
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-SFT-Tulu3-decontaminated,MATH500,0.2
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-SFT-Tulu3-decontaminated,MBPP,5.4
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k,AMC23,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k,GPQADiamond,24.24
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k,HumanEval,0.3
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k,IFEval,34.05
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k,JEEBench,5.29
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k,MATH500,0.6
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k,MBPP,4.6
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,AMC23,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,GPQADiamond,26.09
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,HumanEval,3.05
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,JEEBench,1.36
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,MATH500,0.6
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,MBPP,5.2
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,GPQADiamond,26.09
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,HumanEval,3.05
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,IFEval,37.29
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,JEEBench,1.21
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,MATH500,0.4
ali-elganzory/open-sci-ref-v0.02-1.7b-dclm-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,MBPP,5.2
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096,AMC23,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096,GPQADiamond,24.75
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096,HumanEval,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096,IFEval,28.66
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096,JEEBench,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096,LiveCodeBench,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096,MATH500,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096,MBPP,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-4096-longsft_16k,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-4096-longsft_16k,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-4096-longsft_16k,AMC23,2.5
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-4096-longsft_16k,GPQADiamond,25.93
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-4096-longsft_16k,HumanEval,1.52
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-4096-longsft_16k,IFEval,33.79
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-4096-longsft_16k,JEEBench,7.48
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-4096-longsft_16k,LiveCodeBench,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-4096-longsft_16k,MATH500,1.6
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-4096-longsft_16k,MBPP,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-DPO-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-DPO-Tulu3-decontaminated,GPQADiamond,25.76
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-DPO-Tulu3-decontaminated,HumanEval,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-DPO-Tulu3-decontaminated,IFEval,28.93
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-DPO-Tulu3-decontaminated,JEEBench,2.18
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-DPO-Tulu3-decontaminated,LiveCodeBench,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-DPO-Tulu3-decontaminated,MATH500,1.6
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-DPO-Tulu3-decontaminated,MBPP,2.2
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-SFT-Tulu3-decontaminated,AMC23,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-SFT-Tulu3-decontaminated,GPQADiamond,28.11
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-SFT-Tulu3-decontaminated,HumanEval,0.3
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-SFT-Tulu3-decontaminated,IFEval,28.24
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-SFT-Tulu3-decontaminated,JEEBench,2.09
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-SFT-Tulu3-decontaminated,LiveCodeBench,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-SFT-Tulu3-decontaminated,MATH500,1.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-SFT-Tulu3-decontaminated,MBPP,0.8
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,AMC23,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,GPQADiamond,25.76
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,HumanEval,1.22
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,IFEval,35.7
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,JEEBench,2.57
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,MATH500,1.4
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-DPO-Tulu3-decontaminated,MBPP,0.2
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,AMC23,0.0
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,GPQADiamond,26.26
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,HumanEval,1.83
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,IFEval,34.29
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,JEEBench,2.18
ali-elganzory/open-sci-ref-v0.02-1.7b-fineweb-edu-1.4t-300B-4096-longsft_16k-SFT-Tulu3-decontaminated,LiveCodeBench,0.0
